*** REQUEST LOGS ***

|url                                                          |method     |date                |
|------------------------------------------------------------ |---------- |--------------------|
|/                                                            |GET        |2022-12-06 09:30    |
|/favicon.ico                                                 |GET        |2022-12-06 09:30    |
|/users/                                                      |GET        |2022-12-06 09:30    |
|/users/                                                      |GET        |2022-12-06 09:31    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:31    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:33    |
|/logs/088d411b-10be-4902-9f02-0f1a4423e7ab                   |GET        |2022-12-06 09:33    |
|/logs/088d411b-10be-4902-9f02-0f1a4423e7ab                   |GET        |2022-12-06 09:34    |
|/logs/088d411b-10be-4902-9f02-0f1a4423e7ab                   |GET        |2022-12-06 09:35    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:35    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:35    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:36    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:36    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:36    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:36    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:37    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:38    |
|/users/                                                      |GET        |2022-12-06 09:40    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:40    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:45    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:45    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:46    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:46    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:46    |
|/users/e12cae46-aac2-43df-88ec-e9e7966f409d                  |GET        |2022-12-06 09:46    |
|/users/                                                      |POST       |2022-12-06 09:47    |
|/users/                                                      |GET        |2022-12-06 09:47    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:47    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:47    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:47    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:47    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:47    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:49    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:49    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:50    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:50    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:50    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:50    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:51    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:51    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:51    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:51    |
|/logs/                                                       |POST       |2022-12-06 09:52    |
|/topics/                                                     |POST       |2022-12-06 09:52    |
|/topics/                                                     |POST       |2022-12-06 09:52    |
|/topics/                                                     |POST       |2022-12-06 09:52    |
|/topics/                                                     |POST       |2022-12-06 09:52    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:52    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |GET        |2022-12-06 09:52    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |GET        |2022-12-06 09:52    |
|/users/                                                      |GET        |2022-12-06 09:53    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:54    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |GET        |2022-12-06 09:54    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |GET        |2022-12-06 09:54    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |GET        |2022-12-06 09:54    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |PUT        |2022-12-06 09:54    |
|/topics/                                                     |GET        |2022-12-06 09:54    |
|/topics/02b36004-87b9-4edb-8e15-6be99b341570                 |DELETE     |2022-12-06 09:54    |
|/topics/18f8afdd-34d7-4fdf-bbd5-e4d588e40977                 |DELETE     |2022-12-06 09:54    |
|/topics/213e71d5-094a-42c4-99cb-d6a38d7c97fa                 |DELETE     |2022-12-06 09:54    |
|/topics/ec3a7a0f-3adb-4826-a70a-ca276477f62a                 |DELETE     |2022-12-06 09:54    |
|/topics/                                                     |POST       |2022-12-06 09:54    |
|/topics/                                                     |POST       |2022-12-06 09:54    |
|/topics/                                                     |POST       |2022-12-06 09:54    |
|/topics/                                                     |POST       |2022-12-06 09:54    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:54    |
|/logs/33a9d8fc-0b5d-4de9-8816-a0643ff9cdeb                   |GET        |2022-12-06 09:54    |
|/users/f3069858-8d20-4a48-86e8-b1a6e6ed2c62                  |GET        |2022-12-06 09:54    |
|/users/                                                      |GET        |2022-12-06 09:57    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 09:57    |
|/logs/c954cdce-e97a-41e5-830a-461c5c857097                   |GET        |2022-12-06 09:57    |
|/logs/c954cdce-e97a-41e5-830a-461c5c857097                   |GET        |2022-12-06 09:57    |
|/logs/c954cdce-e97a-41e5-830a-461c5c857097                   |GET        |2022-12-06 09:57    |
|/logs/c954cdce-e97a-41e5-830a-461c5c857097                   |PUT        |2022-12-06 09:57    |
|/topics/                                                     |GET        |2022-12-06 09:57    |
|/topics/34d1f413-cabd-4fb0-98c6-2bab2115bc45                 |DELETE     |2022-12-06 09:57    |
|/topics/                                                     |POST       |2022-12-06 09:57    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 09:57    |
|/logs/c954cdce-e97a-41e5-830a-461c5c857097                   |GET        |2022-12-06 09:57    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 09:57    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:12    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:12    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:12    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:14    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:14    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:16    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:16    |
|/logs/c954cdce-e97a-41e5-830a-461c5c857097                   |GET        |2022-12-06 10:16    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:16    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:16    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:16    |
|/logs/e705049a-3013-47db-9f8b-3746773b55f3                   |GET        |2022-12-06 10:16    |
|/logs/64a5882c-1ec4-4e55-b652-3bbba0efcd62                   |GET        |2022-12-06 10:16    |
|/logs/64a5882c-1ec4-4e55-b652-3bbba0efcd62                   |GET        |2022-12-06 10:17    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:17    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:18    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:18    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:18    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:18    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:18    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:20    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:20    |
|/users/6ec7ce34-3c46-4193-baaf-96dc89ec8f7b                  |GET        |2022-12-06 10:22    |
